"identified_name","difference","accepted_name","identified_rank","accepted_rank","accepted_attr","phylum","class","order","family","genus","subgenus_name","subgenus_reso","primary_reso","species_reso","phylum_no","class_no","order_no","family_no","genus_no","subgenus_no","identified_no","accepted_no"
"Carnivora indet.",NA,"Carnivora","order","order",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,36905,36905
"Hesperocyon cf. gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41217,NA,46911,44845
"Daphoenus lambei",NA,"Daphoenus lambei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,45548,45548
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Parictis personi",NA,"Parictis personi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50004,44820
"Parictis dakotensis","recombined as","Subparictis dakotensis","species","species",NA,"Chordata","Mammalia","Carnivora","Subparictidae","Subparictis",NA,NA,NA,NA,33815,36651,36905,97834,41326,NA,49999,49999
"cf. Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,"cf.",NA,33815,36651,36905,41266,41274,NA,41274,41274
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Daphoenus ? sp.",NA,"Daphoenus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,"?",NA,33815,36651,36905,41266,41279,NA,41279,41279
"Daphoenocyon dodgei","recombined as","Brachyrhynchocyon dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,45531,45543
"Daphoenictis tedfordi",NA,"Daphoenictis tedfordi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,NA,NA,33815,36651,36905,41266,41277,NA,45529,45529
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Dinictis felina",NA,"Dinictis felina","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,45752,45752
"Dinictis ? sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,"?",NA,33815,36651,36905,41036,41039,NA,41039,41039
"Hoplophoneus ? sp.",NA,"Hoplophoneus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,"?",NA,33815,36651,36905,41036,41041,NA,41041,41041
"Daphoenus sp.",NA,"Daphoenus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,41279,41279
"Daphoenocyon dodgei","recombined as","Brachyrhynchocyon dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,45531,45543
"n. gen. Daphoenictis n. sp. tedfordi",NA,"Daphoenictis tedfordi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41266,41277,NA,45529,45529
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Canidae indet.",NA,"Canidae","family","family",NA,"Chordata","Mammalia","Carnivora","Canidae",NA,NA,NA,NA,NA,33815,36651,36905,41189,NA,NA,41189,41189
"Parictis parvus",NA,"Parictis parvus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50003,50003
"Pseudocynodictis cf. paterculus","subjective synonym of","Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41217,NA,51185,44845
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Brachyrhynchocyon cf. dodgei",NA,"Brachyrhynchocyon dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,"cf.",33815,36651,36905,41266,41274,NA,44683,45543
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Amphicyonidae indet.",NA,"Amphicyonidae","family","family",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae",NA,NA,NA,NA,NA,33815,36651,36905,41266,NA,NA,41266,41266
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Carnivora indet.",NA,"Carnivora","order","order",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,36905,36905
"Dinictis sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,41039,41039
"Hoplophoneus mentalis","subjective synonym of","Hoplophoneus primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47102,47845
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Daphoenocyon dodgei","recombined as","Brachyrhynchocyon dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,45531,45543
"Daphoenus sp.",NA,"Daphoenus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,41279,41279
"Hoplophoneus mentalis","subjective synonym of","Hoplophoneus primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47102,47845
"Carnivora indet.",NA,"Carnivora","order","order",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,36905,36905
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Parictis gilpini",NA,"Parictis gilpini","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50000,50000
"Dinictis sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,41039,41039
"Daphoenus sp.",NA,"Daphoenus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,41279,41279
"Daphoenocyon dodgei","recombined as","Brachyrhynchocyon dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,45531,45543
"Eusmilus sp.",NA,"Eusmilus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Eusmilus",NA,NA,NA,NA,33815,36651,36905,41036,41040,NA,41040,41040
"Hoplophoneus mentalis","subjective synonym of","Hoplophoneus primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47102,47845
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Daphoenictis sp.",NA,"Daphoenictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,NA,NA,33815,36651,36905,41266,41277,NA,41277,41277
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Amphicyonidae indet.",NA,"Amphicyonidae","family","family",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae",NA,NA,NA,NA,NA,33815,36651,36905,41266,NA,NA,41266,41266
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Parictis montanus",NA,"Parictis montanus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50002,50002
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Parictis gilpini",NA,"Parictis gilpini","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50000,50000
"Daphoenus sp.",NA,"Daphoenus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,41279,41279
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Nimravidae ? indet.",NA,"Nimravidae","family","family",NA,"Chordata","Mammalia","Carnivora","Nimravidae",NA,NA,NA,"?",NA,33815,36651,36905,41036,NA,NA,41036,41036
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Daphoenictis sp.",NA,"Daphoenictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,NA,NA,33815,36651,36905,41266,41277,NA,41277,41277
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Subparictis parvus","recombined as","Parictis parvus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,51886,50003
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Daphoenictis sp.",NA,"Daphoenictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,NA,NA,33815,36651,36905,41266,41277,NA,41277,41277
"Hesperocyon paterculus","subjective synonym of","Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46914,44845
"Subparictis parvus","recombined as","Parictis parvus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,51886,50003
"Hoplophoneus oharrai",NA,"Hoplophoneus oharrai","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47105,47105
"Dinictis sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,41039,41039
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Daphoenictis sp.",NA,"Daphoenictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,NA,NA,33815,36651,36905,41266,41277,NA,41277,41277
"Hesperocyon paterculus","subjective synonym of","Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46914,44845
"Parictis sp.",NA,"Parictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,41320,41320
"Hoplophoneus mentalis","subjective synonym of","Hoplophoneus primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47102,47845
"Dinictis sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,41039,41039
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Daphoenictis sp.",NA,"Daphoenictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,NA,NA,33815,36651,36905,41266,41277,NA,41277,41277
"Hesperocyon paterculus","subjective synonym of","Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46914,44845
"Parictis sp.",NA,"Parictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,41320,41320
"Hoplophoneus oharrai",NA,"Hoplophoneus oharrai","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47105,47105
"Dinictis sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,41039,41039
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Hesperocyon paterculus","subjective synonym of","Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46914,44845
"Parictis sp.",NA,"Parictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,41320,41320
"Hoplophoneus oharrai",NA,"Hoplophoneus oharrai","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47105,47105
"Dinictis sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,41039,41039
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Hoplophoneus mentalis","subjective synonym of","Hoplophoneus primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47102,47845
"Dinictis sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,41039,41039
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Parictis dakotensis","recombined as","Subparictis dakotensis","species","species",NA,"Chordata","Mammalia","Carnivora","Subparictidae","Subparictis",NA,NA,NA,NA,33815,36651,36905,97834,41326,NA,49999,49999
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Brachicyon n. sp. intermedius","recombined as","Brachyrhynchocyon intermedius","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41274,NA,44633,44633
"Parictis dakotensis","recombined as","Subparictis dakotensis","species","species",NA,"Chordata","Mammalia","Carnivora","Subparictidae","Subparictis",NA,NA,NA,NA,33815,36651,36905,97834,41326,NA,49999,49999
"Hoplophoneus sp.",NA,"Hoplophoneus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,41041,41041
"Pseudocynodictis paterculus","subjective synonym of","Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,51185,44845
"Parictis dakotensis","recombined as","Subparictis dakotensis","species","species",NA,"Chordata","Mammalia","Carnivora","Subparictidae","Subparictis",NA,NA,NA,NA,33815,36651,36905,97834,41326,NA,49999,49999
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Dinictis sp.",NA,"Dinictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,41039,41039
"Canidae indet.",NA,"Canidae","family","family",NA,"Chordata","Mammalia","Carnivora","Canidae",NA,NA,NA,NA,NA,33815,36651,36905,41189,NA,NA,41189,41189
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Brachyrhynchocyon sp.",NA,"Brachyrhynchocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,41274,41274
"Brachyrhynchocyon dodgei",NA,"Brachyrhynchocyon dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,44683,45543
"Parictis montanus",NA,"Parictis montanus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50002,50002
"Hesperocyon gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845
"Brachyrhynchocyon dodgei",NA,"Brachyrhynchocyon dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,44683,45543
"cf. Daphoenictis sp.",NA,"Daphoenictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,"cf.",NA,33815,36651,36905,41266,41277,NA,41277,41277
"Hesperocyon sp.",NA,"Hesperocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,41217,41217
"Hesperocyon cf. gregarius",NA,"Hesperocyon gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41217,NA,46911,44845
